ForecastDate,ForecastRemainingQty,PartNum,RevisionNum,MtlPartNum
2017-03-19,68.1017794731568,1000 5468,C,3300 0744
2017-03-26,67.4890872260384,1000 5468,C,3300 0744
2017-04-02,66.87639497891995,1000 5468,C,3300 0744
2017-04-09,66.26370273180153,1000 5468,C,3300 0744
2017-04-16,65.6510104846831,1000 5468,C,3300 0744
2017-04-23,65.03831823756468,1000 5468,C,3300 0744
2017-02-05,84.0,1000 5468,C,4751 0010
2017-02-12,84.0,1000 5468,C,4751 0010
2017-02-19,84.0,1000 5468,C,4751 0010
2017-02-26,84.0,1000 5468,C,4751 0010
2017-03-05,84.0,1000 5468,C,4751 0010
2017-03-12,84.0,1000 5468,C,4751 0010
2017-03-19,84.0,1000 5468,C,4751 0010
2017-03-26,84.0,1000 5468,C,4751 0010
2017-04-02,84.0,1000 5468,C,4751 0010
2017-04-09,84.0,1000 5468,C,4751 0010
2017-04-16,84.0,1000 5468,C,4751 0010
2017-04-23,84.0,1000 5468,C,4751 0010
2017-02-05,71.77793295586737,1000 5468,C,5000 0158
2017-02-12,71.16524070874895,1000 5468,C,5000 0158
2017-02-19,70.55254846163051,1000 5468,C,5000 0158
2017-02-26,69.93985621451208,1000 5468,C,5000 0158
2017-03-05,69.32716396739367,1000 5468,C,5000 0158
2017-03-12,68.71447172027523,1000 5468,C,5000 0158
2017-03-19,68.1017794731568,1000 5468,C,5000 0158
2017-03-26,67.4890872260384,1000 5468,C,5000 0158
2017-04-02,66.87639497891995,1000 5468,C,5000 0158
2017-04-09,66.26370273180153,1000 5468,C,5000 0158
2017-04-16,65.6510104846831,1000 5468,C,5000 0158
2017-04-23,65.03831823756468,1000 5468,C,5000 0158
2017-02-05,71.77793295586737,1000 5468,C,5000 0172
2017-02-12,71.16524070874895,1000 5468,C,5000 0172
2017-02-19,70.55254846163051,1000 5468,C,5000 0172
2017-02-26,69.93985621451208,1000 5468,C,5000 0172
2017-03-05,69.32716396739367,1000 5468,C,5000 0172
2017-03-12,68.71447172027523,1000 5468,C,5000 0172
2017-03-19,68.1017794731568,1000 5468,C,5000 0172
2017-03-26,67.4890872260384,1000 5468,C,5000 0172
2017-04-02,66.87639497891995,1000 5468,C,5000 0172
2017-04-09,66.26370273180153,1000 5468,C,5000 0172
2017-04-16,65.6510104846831,1000 5468,C,5000 0172
2017-04-23,65.03831823756468,1000 5468,C,5000 0172
2017-02-05,71.77793295586737,1000 5468,C,5000 0610
2017-02-12,71.16524070874895,1000 5468,C,5000 0610
2017-02-19,70.55254846163051,1000 5468,C,5000 0610
2017-02-26,69.93985621451208,1000 5468,C,5000 0610
2017-03-05,69.32716396739367,1000 5468,C,5000 0610
2017-03-12,68.71447172027523,1000 5468,C,5000 0610
2017-03-19,68.1017794731568,1000 5468,C,5000 0610
2017-03-26,67.4890872260384,1000 5468,C,5000 0610
2017-04-02,66.87639497891995,1000 5468,C,5000 0610
2017-04-09,66.26370273180153,1000 5468,C,5000 0610
2017-04-16,65.6510104846831,1000 5468,C,5000 0610
2017-04-23,65.03831823756468,1000 5468,C,5000 0610
2017-02-05,94.79202653420228,1000 5468,C,5000 0752
2017-02-12,88.17505598538125,1000 5468,C,5000 0752
2017-02-19,81.55808543656036,1000 5468,C,5000 0752
2017-02-26,74.94111488773939,1000 5468,C,5000 0752
2017-03-05,68.32414433891842,1000 5468,C,5000 0752
2017-03-12,61.70717379009744,1000 5468,C,5000 0752
2017-03-19,55.090203241276555,1000 5468,C,5000 0752
2017-03-26,48.47323269245558,1000 5468,C,5000 0752
2017-04-02,41.85626214363464,1000 5468,C,5000 0752
2017-04-09,35.23929159481372,1000 5468,C,5000 0752
2017-04-16,28.62232104599275,1000 5468,C,5000 0752
2017-04-23,22.005350497171776,1000 5468,C,5000 0752
2016-10-23,67.04841321656899,1000 5468,C,PWI-5468
2016-10-30,61.016248456562664,1000 5468,C,PWI-5468
2016-11-06,54.984083696556326,1000 5468,C,PWI-5468
2016-11-13,48.95191893654997,1000 5468,C,PWI-5468
2016-11-20,42.91975417654368,1000 5468,C,PWI-5468
2016-11-27,36.88758941653734,1000 5468,C,PWI-5468
2016-12-04,30.855424656531,1000 5468,C,PWI-5468
2016-12-11,24.82325989652466,1000 5468,C,PWI-5468
2016-12-18,18.791095136518322,1000 5468,C,PWI-5468
2016-12-25,12.758930376512012,1000 5468,C,PWI-5468
2017-01-01,6.72676561650573,1000 5468,C,PWI-5468
2017-01-08,0.6946008564993349,1000 5468,C,PWI-5468
2016-10-23,67.04841321656899,1000 5468,C,PWI-5468MX
2016-10-30,61.016248456562664,1000 5468,C,PWI-5468MX
2016-11-06,54.984083696556326,1000 5468,C,PWI-5468MX
2016-11-13,48.95191893654997,1000 5468,C,PWI-5468MX
2016-11-20,42.91975417654368,1000 5468,C,PWI-5468MX
2016-11-27,36.88758941653734,1000 5468,C,PWI-5468MX
2016-12-04,30.855424656531,1000 5468,C,PWI-5468MX
2016-12-11,24.82325989652466,1000 5468,C,PWI-5468MX
2016-12-18,18.791095136518322,1000 5468,C,PWI-5468MX
2016-12-25,12.758930376512012,1000 5468,C,PWI-5468MX
2017-01-01,6.72676561650573,1000 5468,C,PWI-5468MX
2017-01-08,0.6946008564993349,1000 5468,C,PWI-5468MX
2016-10-02,33.90172606311419,1000 5474,M,1000 5474-CUST-DOCS
2016-10-09,31.73581940057408,1000 5474,M,1000 5474-CUST-DOCS
2016-10-16,29.56991273803397,1000 5474,M,1000 5474-CUST-DOCS
2016-10-23,27.40400607549386,1000 5474,M,1000 5474-CUST-DOCS
2016-10-30,25.23809941295376,1000 5474,M,1000 5474-CUST-DOCS
2016-11-06,23.07219275041365,1000 5474,M,1000 5474-CUST-DOCS
2016-11-13,20.90628608787354,1000 5474,M,1000 5474-CUST-DOCS
2016-11-20,18.74037942533343,1000 5474,M,1000 5474-CUST-DOCS
2016-11-27,16.57447276279332,1000 5474,M,1000 5474-CUST-DOCS
2016-12-04,14.408566100253196,1000 5474,M,1000 5474-CUST-DOCS
2016-12-11,12.242659437713094,1000 5474,M,1000 5474-CUST-DOCS
2016-12-18,10.076752775172984,1000 5474,M,1000 5474-CUST-DOCS
2017-02-05,116.50523710842103,1000 5474,M,1301 0011
2017-02-12,119.5571867464403,1000 5474,M,1301 0011
2017-02-19,122.60913638445956,1000 5474,M,1301 0011
2017-02-26,125.66108602247886,1000 5474,M,1301 0011
2017-03-05,128.71303566049812,1000 5474,M,1301 0011
2017-03-12,131.7649852985174,1000 5474,M,1301 0011
2017-03-19,134.81693493653665,1000 5474,M,1301 0011
2017-03-26,137.86888457455592,1000 5474,M,1301 0011
2017-04-02,140.9208342125752,1000 5474,M,1301 0011
2017-04-09,143.97278385059448,1000 5474,M,1301 0011
2017-04-16,147.02473348861375,1000 5474,M,1301 0011
2017-04-23,150.07668312663301,1000 5474,M,1301 0011
2017-02-05,12.0,1000 5474,M,1501 5233
2017-02-12,12.0,1000 5474,M,1501 5233
2017-02-19,12.0,1000 5474,M,1501 5233
2017-02-26,12.0,1000 5474,M,1501 5233
2017-03-05,12.0,1000 5474,M,1501 5233
2017-03-12,12.0,1000 5474,M,1501 5233
2017-03-19,12.0,1000 5474,M,1501 5233
2017-03-26,12.0,1000 5474,M,1501 5233
2017-04-02,12.0,1000 5474,M,1501 5233
2017-04-09,12.0,1000 5474,M,1501 5233
2017-04-16,12.0,1000 5474,M,1501 5233
2017-04-23,12.0,1000 5474,M,1501 5233
2017-02-05,12.0,1000 5474,M,1501 5245
2017-02-12,12.0,1000 5474,M,1501 5245
2017-02-19,12.0,1000 5474,M,1501 5245
2017-02-26,12.0,1000 5474,M,1501 5245
2017-03-05,12.0,1000 5474,M,1501 5245
2017-03-12,12.0,1000 5474,M,1501 5245
2017-03-19,12.0,1000 5474,M,1501 5245
2017-03-26,12.0,1000 5474,M,1501 5245
2017-04-02,12.0,1000 5474,M,1501 5245
2017-04-09,12.0,1000 5474,M,1501 5245
2017-04-16,12.0,1000 5474,M,1501 5245
2017-04-23,12.0,1000 5474,M,1501 5245
2017-02-05,12.0,1000 5474,M,1501 5287
2017-02-12,12.0,1000 5474,M,1501 5287
2017-02-19,12.0,1000 5474,M,1501 5287
2017-02-26,12.0,1000 5474,M,1501 5287
2017-03-05,12.0,1000 5474,M,1501 5287
2017-03-12,12.0,1000 5474,M,1501 5287
2017-03-19,12.0,1000 5474,M,1501 5287
2017-03-26,12.0,1000 5474,M,1501 5287
2017-04-02,12.0,1000 5474,M,1501 5287
2017-04-09,12.0,1000 5474,M,1501 5287
2017-04-16,12.0,1000 5474,M,1501 5287
2017-04-23,12.0,1000 5474,M,1501 5287
2017-02-05,12.0,1000 5474,M,1501 5289
2017-02-12,12.0,1000 5474,M,1501 5289
2017-02-19,12.0,1000 5474,M,1501 5289
2017-02-26,12.0,1000 5474,M,1501 5289
2017-03-05,12.0,1000 5474,M,1501 5289
2017-03-12,12.0,1000 5474,M,1501 5289
2017-03-19,12.0,1000 5474,M,1501 5289
2017-03-26,12.0,1000 5474,M,1501 5289
2017-04-02,12.0,1000 5474,M,1501 5289
2017-04-09,12.0,1000 5474,M,1501 5289
2017-04-16,12.0,1000 5474,M,1501 5289
2017-04-23,12.0,1000 5474,M,1501 5289
2017-02-05,12.0,1000 5474,M,1501 5454
2017-02-12,12.0,1000 5474,M,1501 5454
2017-02-19,12.0,1000 5474,M,1501 5454
2017-02-26,12.0,1000 5474,M,1501 5454
2017-03-05,12.0,1000 5474,M,1501 5454
2017-03-12,12.0,1000 5474,M,1501 5454
2017-03-19,12.0,1000 5474,M,1501 5454
2017-03-26,12.0,1000 5474,M,1501 5454
2017-04-02,12.0,1000 5474,M,1501 5454
2017-04-09,12.0,1000 5474,M,1501 5454
2017-04-16,12.0,1000 5474,M,1501 5454
2017-04-23,12.0,1000 5474,M,1501 5454
2017-02-05,12.0,1000 5474,M,1501 8489
2017-02-12,12.0,1000 5474,M,1501 8489
2017-02-19,12.0,1000 5474,M,1501 8489
2017-02-26,12.0,1000 5474,M,1501 8489
2017-03-05,12.0,1000 5474,M,1501 8489
2017-03-12,12.0,1000 5474,M,1501 8489
2017-03-19,12.0,1000 5474,M,1501 8489
2017-03-26,12.0,1000 5474,M,1501 8489
2017-04-02,12.0,1000 5474,M,1501 8489
2017-04-09,12.0,1000 5474,M,1501 8489
2017-04-16,12.0,1000 5474,M,1501 8489
2017-04-23,12.0,1000 5474,M,1501 8489
2017-02-05,12.0,1000 5474,M,1501 8490
2017-02-12,12.0,1000 5474,M,1501 8490
2017-02-19,12.0,1000 5474,M,1501 8490
2017-02-26,12.0,1000 5474,M,1501 8490
2017-03-05,12.0,1000 5474,M,1501 8490
2017-03-12,12.0,1000 5474,M,1501 8490
2017-03-19,12.0,1000 5474,M,1501 8490
2017-03-26,12.0,1000 5474,M,1501 8490
2017-04-02,12.0,1000 5474,M,1501 8490
2017-04-09,12.0,1000 5474,M,1501 8490
2017-04-16,12.0,1000 5474,M,1501 8490
2017-04-23,12.0,1000 5474,M,1501 8490
2017-02-05,12.0,1000 5474,M,1501 8491
2017-02-12,12.0,1000 5474,M,1501 8491
2017-02-19,12.0,1000 5474,M,1501 8491
2017-02-26,12.0,1000 5474,M,1501 8491
2017-03-05,12.0,1000 5474,M,1501 8491
2017-03-12,12.0,1000 5474,M,1501 8491
2017-03-19,12.0,1000 5474,M,1501 8491
2017-03-26,12.0,1000 5474,M,1501 8491
2017-04-02,12.0,1000 5474,M,1501 8491
2017-04-09,12.0,1000 5474,M,1501 8491
2017-04-16,12.0,1000 5474,M,1501 8491
2017-04-23,12.0,1000 5474,M,1501 8491
2017-02-05,24.0,1000 5474,M,1501 8492
2017-02-12,24.0,1000 5474,M,1501 8492
2017-02-19,24.0,1000 5474,M,1501 8492
2017-02-26,24.0,1000 5474,M,1501 8492
2017-03-05,24.0,1000 5474,M,1501 8492
2017-03-12,24.0,1000 5474,M,1501 8492
2017-03-19,24.0,1000 5474,M,1501 8492
2017-03-26,24.0,1000 5474,M,1501 8492
2017-04-02,24.0,1000 5474,M,1501 8492
2017-04-09,24.0,1000 5474,M,1501 8492
2017-04-16,24.0,1000 5474,M,1501 8492
2017-04-23,24.0,1000 5474,M,1501 8492
2017-02-05,12.0,1000 5474,M,1501 8493
2017-02-12,12.0,1000 5474,M,1501 8493
2017-02-19,12.0,1000 5474,M,1501 8493
2017-02-26,12.0,1000 5474,M,1501 8493
2017-03-05,12.0,1000 5474,M,1501 8493
2017-03-12,12.0,1000 5474,M,1501 8493
2017-03-19,12.0,1000 5474,M,1501 8493
2017-03-26,12.0,1000 5474,M,1501 8493
2017-04-02,12.0,1000 5474,M,1501 8493
2017-04-09,12.0,1000 5474,M,1501 8493
2017-04-16,12.0,1000 5474,M,1501 8493
2017-04-23,12.0,1000 5474,M,1501 8493
2017-02-05,12.0,1000 5474,M,1501 8494
2017-02-12,12.0,1000 5474,M,1501 8494
2017-02-19,12.0,1000 5474,M,1501 8494
2017-02-26,12.0,1000 5474,M,1501 8494
2017-03-05,12.0,1000 5474,M,1501 8494
2017-03-12,12.0,1000 5474,M,1501 8494
2017-03-19,12.0,1000 5474,M,1501 8494
2017-03-26,12.0,1000 5474,M,1501 8494
2017-04-02,12.0,1000 5474,M,1501 8494
2017-04-09,12.0,1000 5474,M,1501 8494
2017-04-16,12.0,1000 5474,M,1501 8494
2017-04-23,12.0,1000 5474,M,1501 8494
2017-02-05,12.0,1000 5474,M,1501 8495
2017-02-12,12.0,1000 5474,M,1501 8495
2017-02-19,12.0,1000 5474,M,1501 8495
2017-02-26,12.0,1000 5474,M,1501 8495
2017-03-05,12.0,1000 5474,M,1501 8495
2017-03-12,12.0,1000 5474,M,1501 8495
2017-03-19,12.0,1000 5474,M,1501 8495
2017-03-26,12.0,1000 5474,M,1501 8495
2017-04-02,12.0,1000 5474,M,1501 8495
2017-04-09,12.0,1000 5474,M,1501 8495
2017-04-16,12.0,1000 5474,M,1501 8495
2017-04-23,12.0,1000 5474,M,1501 8495
2017-02-05,12.0,1000 5474,M,1501 8496
2017-02-12,12.0,1000 5474,M,1501 8496
2017-02-19,12.0,1000 5474,M,1501 8496
2017-02-26,12.0,1000 5474,M,1501 8496
2017-03-05,12.0,1000 5474,M,1501 8496
2017-03-12,12.0,1000 5474,M,1501 8496
2017-03-19,12.0,1000 5474,M,1501 8496
2017-03-26,12.0,1000 5474,M,1501 8496
2017-04-02,12.0,1000 5474,M,1501 8496
2017-04-09,12.0,1000 5474,M,1501 8496
2017-04-16,12.0,1000 5474,M,1501 8496
2017-04-23,12.0,1000 5474,M,1501 8496
2017-02-05,12.0,1000 5474,M,1501 8498
2017-02-12,12.0,1000 5474,M,1501 8498
2017-02-19,12.0,1000 5474,M,1501 8498
2017-02-26,12.0,1000 5474,M,1501 8498
2017-03-05,12.0,1000 5474,M,1501 8498
2017-03-12,12.0,1000 5474,M,1501 8498
2017-03-19,12.0,1000 5474,M,1501 8498
2017-03-26,12.0,1000 5474,M,1501 8498
2017-04-02,12.0,1000 5474,M,1501 8498
2017-04-09,12.0,1000 5474,M,1501 8498
2017-04-16,12.0,1000 5474,M,1501 8498
2017-04-23,12.0,1000 5474,M,1501 8498
2017-02-26,89.56739766683538,1000 5474,M,1601 2876
2017-03-05,90.41928689909295,1000 5474,M,1601 2876
2017-03-12,91.2711761313505,1000 5474,M,1601 2876
2017-03-19,92.1230653636081,1000 5474,M,1601 2876
2017-03-26,92.97495459586568,1000 5474,M,1601 2876
2017-04-02,93.82684382812324,1000 5474,M,1601 2876
2017-04-09,94.67873306038082,1000 5474,M,1601 2876
2017-04-16,95.53062229263838,1000 5474,M,1601 2876
2017-04-23,96.38251152489596,1000 5474,M,1601 2876
2017-04-30,97.23440075715354,1000 5474,M,1601 2876
2017-05-07,98.08628998941111,1000 5474,M,1601 2876
2017-05-14,98.93817922166869,1000 5474,M,1601 2876
2017-02-05,12.0,1000 5474,M,1700 2228
2017-02-12,12.0,1000 5474,M,1700 2228
2017-02-19,12.0,1000 5474,M,1700 2228
2017-02-26,12.0,1000 5474,M,1700 2228
2017-03-05,12.0,1000 5474,M,1700 2228
2017-03-12,12.0,1000 5474,M,1700 2228
2017-03-19,12.0,1000 5474,M,1700 2228
2017-03-26,12.0,1000 5474,M,1700 2228
2017-04-02,12.0,1000 5474,M,1700 2228
2017-04-09,12.0,1000 5474,M,1700 2228
2017-04-16,12.0,1000 5474,M,1700 2228
2017-04-23,12.0,1000 5474,M,1700 2228
2017-02-05,12.0,1000 5474,M,1801 0359
2017-02-12,12.0,1000 5474,M,1801 0359
2017-02-19,12.0,1000 5474,M,1801 0359
2017-02-26,12.0,1000 5474,M,1801 0359
2017-03-05,12.0,1000 5474,M,1801 0359
2017-03-12,12.0,1000 5474,M,1801 0359
2017-03-19,12.0,1000 5474,M,1801 0359
2017-03-26,12.0,1000 5474,M,1801 0359
2017-04-02,12.0,1000 5474,M,1801 0359
2017-04-09,12.0,1000 5474,M,1801 0359
2017-04-16,12.0,1000 5474,M,1801 0359
2017-04-23,12.0,1000 5474,M,1801 0359
2017-02-05,12.0,1000 5474,M,1801 1416
2017-02-12,12.0,1000 5474,M,1801 1416
2017-02-19,12.0,1000 5474,M,1801 1416
2017-02-26,12.0,1000 5474,M,1801 1416
2017-03-05,12.0,1000 5474,M,1801 1416
2017-03-12,12.0,1000 5474,M,1801 1416
2017-03-19,12.0,1000 5474,M,1801 1416
2017-03-26,12.0,1000 5474,M,1801 1416
2017-04-02,12.0,1000 5474,M,1801 1416
2017-04-09,12.0,1000 5474,M,1801 1416
2017-04-16,12.0,1000 5474,M,1801 1416
2017-04-23,12.0,1000 5474,M,1801 1416
2017-02-05,36.0,1000 5474,M,1801 1417
2017-02-12,36.0,1000 5474,M,1801 1417
2017-02-19,36.0,1000 5474,M,1801 1417
2017-02-26,36.0,1000 5474,M,1801 1417
2017-03-05,36.0,1000 5474,M,1801 1417
2017-03-12,36.0,1000 5474,M,1801 1417
2017-03-19,36.0,1000 5474,M,1801 1417
2017-03-26,36.0,1000 5474,M,1801 1417
2017-04-02,36.0,1000 5474,M,1801 1417
2017-04-09,36.0,1000 5474,M,1801 1417
2017-04-16,36.0,1000 5474,M,1801 1417
2017-04-23,36.0,1000 5474,M,1801 1417
2017-02-05,12.0,1000 5474,M,1801 1430
2017-02-12,12.0,1000 5474,M,1801 1430
2017-02-19,12.0,1000 5474,M,1801 1430
2017-02-26,12.0,1000 5474,M,1801 1430
2017-03-05,12.0,1000 5474,M,1801 1430
2017-03-12,12.0,1000 5474,M,1801 1430
2017-03-19,12.0,1000 5474,M,1801 1430
2017-03-26,12.0,1000 5474,M,1801 1430
2017-04-02,12.0,1000 5474,M,1801 1430
2017-04-09,12.0,1000 5474,M,1801 1430
2017-04-16,12.0,1000 5474,M,1801 1430
2017-04-23,12.0,1000 5474,M,1801 1430
2017-02-05,12.0,1000 5474,M,2101 0831
2017-02-12,12.0,1000 5474,M,2101 0831
2017-02-19,12.0,1000 5474,M,2101 0831
2017-02-26,12.0,1000 5474,M,2101 0831
2017-03-05,12.0,1000 5474,M,2101 0831
2017-03-12,12.0,1000 5474,M,2101 0831
2017-03-19,12.0,1000 5474,M,2101 0831
2017-03-26,12.0,1000 5474,M,2101 0831
2017-04-02,12.0,1000 5474,M,2101 0831
2017-04-09,12.0,1000 5474,M,2101 0831
2017-04-16,12.0,1000 5474,M,2101 0831
2017-04-23,12.0,1000 5474,M,2101 0831
2017-02-05,12.0,1000 5474,M,2101 0836
2017-02-12,12.0,1000 5474,M,2101 0836
2017-02-19,12.0,1000 5474,M,2101 0836
2017-02-26,12.0,1000 5474,M,2101 0836
2017-03-05,12.0,1000 5474,M,2101 0836
2017-03-12,12.0,1000 5474,M,2101 0836
2017-03-19,12.0,1000 5474,M,2101 0836
2017-03-26,12.0,1000 5474,M,2101 0836
2017-04-02,12.0,1000 5474,M,2101 0836
2017-04-09,12.0,1000 5474,M,2101 0836
2017-04-16,12.0,1000 5474,M,2101 0836
2017-04-23,12.0,1000 5474,M,2101 0836
2017-02-05,12.0,1000 5474,M,2101 0897
2017-02-12,12.0,1000 5474,M,2101 0897
2017-02-19,12.0,1000 5474,M,2101 0897
2017-02-26,12.0,1000 5474,M,2101 0897
2017-03-05,12.0,1000 5474,M,2101 0897
2017-03-12,12.0,1000 5474,M,2101 0897
2017-03-19,12.0,1000 5474,M,2101 0897
2017-03-26,12.0,1000 5474,M,2101 0897
2017-04-02,12.0,1000 5474,M,2101 0897
2017-04-09,12.0,1000 5474,M,2101 0897
2017-04-16,12.0,1000 5474,M,2101 0897
2017-04-23,12.0,1000 5474,M,2101 0897
2017-02-05,12.0,1000 5474,M,2101 1085
2017-02-12,12.0,1000 5474,M,2101 1085
2017-02-19,12.0,1000 5474,M,2101 1085
2017-02-26,12.0,1000 5474,M,2101 1085
2017-03-05,12.0,1000 5474,M,2101 1085
2017-03-12,12.0,1000 5474,M,2101 1085
2017-03-19,12.0,1000 5474,M,2101 1085
2017-03-26,12.0,1000 5474,M,2101 1085
2017-04-02,12.0,1000 5474,M,2101 1085
2017-04-09,12.0,1000 5474,M,2101 1085
2017-04-16,12.0,1000 5474,M,2101 1085
2017-04-23,12.0,1000 5474,M,2101 1085
2017-02-05,12.0,1000 5474,M,2301 0339
2017-02-12,12.0,1000 5474,M,2301 0339
2017-02-19,12.0,1000 5474,M,2301 0339
2017-02-26,12.0,1000 5474,M,2301 0339
2017-03-05,12.0,1000 5474,M,2301 0339
2017-03-12,12.0,1000 5474,M,2301 0339
2017-03-19,12.0,1000 5474,M,2301 0339
2017-03-26,12.0,1000 5474,M,2301 0339
2017-04-02,12.0,1000 5474,M,2301 0339
2017-04-09,12.0,1000 5474,M,2301 0339
2017-04-16,12.0,1000 5474,M,2301 0339
2017-04-23,12.0,1000 5474,M,2301 0339
2017-02-05,12.0,1000 5474,M,2301 0350
2017-02-12,12.0,1000 5474,M,2301 0350
2017-02-19,12.0,1000 5474,M,2301 0350
2017-02-26,12.0,1000 5474,M,2301 0350
2017-03-05,12.0,1000 5474,M,2301 0350
2017-03-12,12.0,1000 5474,M,2301 0350
2017-03-19,12.0,1000 5474,M,2301 0350
2017-03-26,12.0,1000 5474,M,2301 0350
2017-04-02,12.0,1000 5474,M,2301 0350
2017-04-09,12.0,1000 5474,M,2301 0350
2017-04-16,12.0,1000 5474,M,2301 0350
2017-04-23,12.0,1000 5474,M,2301 0350
2017-02-05,12.0,1000 5474,M,2461 0100
2017-02-12,12.0,1000 5474,M,2461 0100
2017-02-19,12.0,1000 5474,M,2461 0100
2017-02-26,12.0,1000 5474,M,2461 0100
2017-03-05,12.0,1000 5474,M,2461 0100
2017-03-12,12.0,1000 5474,M,2461 0100
2017-03-19,12.0,1000 5474,M,2461 0100
2017-03-26,12.0,1000 5474,M,2461 0100
2017-04-02,12.0,1000 5474,M,2461 0100
2017-04-09,12.0,1000 5474,M,2461 0100
2017-04-16,12.0,1000 5474,M,2461 0100
2017-04-23,12.0,1000 5474,M,2461 0100
2017-02-05,12.0,1000 5474,M,2461 0117
2017-02-12,12.0,1000 5474,M,2461 0117
2017-02-19,12.0,1000 5474,M,2461 0117
2017-02-26,12.0,1000 5474,M,2461 0117
2017-03-05,12.0,1000 5474,M,2461 0117
2017-03-12,12.0,1000 5474,M,2461 0117
2017-03-19,12.0,1000 5474,M,2461 0117
2017-03-26,12.0,1000 5474,M,2461 0117
2017-04-02,12.0,1000 5474,M,2461 0117
2017-04-09,12.0,1000 5474,M,2461 0117
2017-04-16,12.0,1000 5474,M,2461 0117
2017-04-23,12.0,1000 5474,M,2461 0117
2017-02-05,12.0,1000 5474,M,2461 0761
2017-02-12,12.0,1000 5474,M,2461 0761
2017-02-19,12.0,1000 5474,M,2461 0761
2017-02-26,12.0,1000 5474,M,2461 0761
2017-03-05,12.0,1000 5474,M,2461 0761
2017-03-12,12.0,1000 5474,M,2461 0761
2017-03-19,12.0,1000 5474,M,2461 0761
2017-03-26,12.0,1000 5474,M,2461 0761
2017-04-02,12.0,1000 5474,M,2461 0761
2017-04-09,12.0,1000 5474,M,2461 0761
2017-04-16,12.0,1000 5474,M,2461 0761
2017-04-23,12.0,1000 5474,M,2461 0761
2017-02-05,12.0,1000 5474,M,2501 0021
2017-02-12,12.0,1000 5474,M,2501 0021
2017-02-19,12.0,1000 5474,M,2501 0021
2017-02-26,12.0,1000 5474,M,2501 0021
2017-03-05,12.0,1000 5474,M,2501 0021
2017-03-12,12.0,1000 5474,M,2501 0021
2017-03-19,12.0,1000 5474,M,2501 0021
2017-03-26,12.0,1000 5474,M,2501 0021
2017-04-02,12.0,1000 5474,M,2501 0021
2017-04-09,12.0,1000 5474,M,2501 0021
2017-04-16,12.0,1000 5474,M,2501 0021
2017-04-23,12.0,1000 5474,M,2501 0021
2017-02-05,12.0,1000 5474,M,3131 5397
2017-02-12,12.0,1000 5474,M,3131 5397
2017-02-19,12.0,1000 5474,M,3131 5397
2017-02-26,12.0,1000 5474,M,3131 5397
2017-03-05,12.0,1000 5474,M,3131 5397
2017-03-12,12.0,1000 5474,M,3131 5397
2017-03-19,12.0,1000 5474,M,3131 5397
2017-03-26,12.0,1000 5474,M,3131 5397
2017-04-02,12.0,1000 5474,M,3131 5397
2017-04-09,12.0,1000 5474,M,3131 5397
2017-04-16,12.0,1000 5474,M,3131 5397
2017-04-23,12.0,1000 5474,M,3131 5397
2017-02-05,36.0,1000 5474,M,3131 5413
2017-02-12,36.0,1000 5474,M,3131 5413
2017-02-19,36.0,1000 5474,M,3131 5413
2017-02-26,36.0,1000 5474,M,3131 5413
2017-03-05,36.0,1000 5474,M,3131 5413
2017-03-12,36.0,1000 5474,M,3131 5413
2017-03-19,36.0,1000 5474,M,3131 5413
2017-03-26,36.0,1000 5474,M,3131 5413
2017-04-02,36.0,1000 5474,M,3131 5413
2017-04-09,36.0,1000 5474,M,3131 5413
2017-04-16,36.0,1000 5474,M,3131 5413
2017-04-23,36.0,1000 5474,M,3131 5413
2017-02-05,12.0,1000 5474,M,3131 5467
2017-02-12,12.0,1000 5474,M,3131 5467
2017-02-19,12.0,1000 5474,M,3131 5467
2017-02-26,12.0,1000 5474,M,3131 5467
2017-03-05,12.0,1000 5474,M,3131 5467
2017-03-12,12.0,1000 5474,M,3131 5467
2017-03-19,12.0,1000 5474,M,3131 5467
2017-03-26,12.0,1000 5474,M,3131 5467
2017-04-02,12.0,1000 5474,M,3131 5467
2017-04-09,12.0,1000 5474,M,3131 5467
2017-04-16,12.0,1000 5474,M,3131 5467
2017-04-23,12.0,1000 5474,M,3131 5467
2017-02-05,12.0,1000 5474,M,3131 5468
2017-02-12,12.0,1000 5474,M,3131 5468
2017-02-19,12.0,1000 5474,M,3131 5468
2017-02-26,12.0,1000 5474,M,3131 5468
2017-03-05,12.0,1000 5474,M,3131 5468
2017-03-12,12.0,1000 5474,M,3131 5468
2017-03-19,12.0,1000 5474,M,3131 5468
2017-03-26,12.0,1000 5474,M,3131 5468
2017-04-02,12.0,1000 5474,M,3131 5468
2017-04-09,12.0,1000 5474,M,3131 5468
2017-04-16,12.0,1000 5474,M,3131 5468
2017-04-23,12.0,1000 5474,M,3131 5468
2017-02-05,12.0,1000 5474,M,3131 5470
2017-02-12,12.0,1000 5474,M,3131 5470
2017-02-19,12.0,1000 5474,M,3131 5470
2017-02-26,12.0,1000 5474,M,3131 5470
2017-03-05,12.0,1000 5474,M,3131 5470
2017-03-12,12.0,1000 5474,M,3131 5470
2017-03-19,12.0,1000 5474,M,3131 5470
2017-03-26,12.0,1000 5474,M,3131 5470
2017-04-02,12.0,1000 5474,M,3131 5470
2017-04-09,12.0,1000 5474,M,3131 5470
2017-04-16,12.0,1000 5474,M,3131 5470
2017-04-23,12.0,1000 5474,M,3131 5470
